Ligand,Receptor,Expr_Prod,Affinity_Pred,Affinity_Score,Rank_Baseline,Rank_Affinity,Rank_Change
CD274,PDCD1,0.001090612,9.1789055,0.010010624,347.5,90.0,257.5
PDCD1LG2,PDCD1,0.001090612,7.245809,0.007902366,347.5,102.0,245.5
CD274,CD80,6.9026214e-06,1.4757787,1.0186742e-05,1187.5,970.0,217.5
EPHB2,EFNA5,4.141573e-05,0.53895485,2.2321208e-05,872.0,811.0,61.0
IL6R,IL6,1.3805243e-05,0.5328399,7.355984e-06,1078.0,1026.0,52.0
CD86,CD28,0.0003002642,0.53688496,0.00016120732,550.0,500.0,50.0
PDGFB,PDGFRB,2.7610486e-05,0.5442855,1.5027987e-05,952.0,904.0,48.0
HLA-G,LILRB1,0.00031061796,0.5395057,0.00016758018,543.0,496.0,47.0
EFNB1,EPHB4,4.141573e-05,0.4943372,2.0473335e-05,872.0,826.0,46.0
IL10RA,IL10,0.00013114979,0.5594277,7.336882e-05,680.5,635.0,45.5
IL34,CSF1R,6.2123596e-05,0.56744176,3.5251524e-05,786.5,741.0,45.5
ITGA5,PLA2G2A,2.0707865e-05,0.512607,1.06149955e-05,1002.0,958.0,44.0
EFNB2,EPHB4,4.141573e-05,0.48743877,2.0187632e-05,872.0,830.0,42.0
EPHB4,EFNB2,0.00022778653,0.53742677,0.00012241858,596.0,555.0,41.0
PDGFRB,PDGFB,5.1769657e-05,0.5153401,2.667898e-05,825.0,788.0,37.0
IL13RA1,IL4,0.0003313259,0.4971899,0.00016473189,532.0,497.0,35.0
BMP7,BMPR1A,0.00019327336,0.4954099,9.5749536e-05,627.5,593.0,34.5
WNT7B,FZD1,4.141573e-05,0.4677157,1.9370787e-05,872.0,838.0,34.0
EPHB2,EFNB1,0.0001863708,0.512726,9.555716e-05,629.5,596.0,33.5
WNT7B,LRP6,4.141573e-05,0.46646217,1.9318872e-05,872.0,839.0,33.0
EFNB2,EPHB6,0.00045557314,0.5204999,0.00023712577,474.0,441.0,33.0
TNFRSF11A,TNFSF11,2.7610486e-05,0.4927551,1.3605208e-05,952.0,919.0,33.0
EPHA2,EFNA5,6.9026214e-06,0.5060364,3.4929776e-06,1187.5,1156.0,31.5
EPHB2,EFNB2,0.00012424719,0.5312662,6.600833e-05,687.5,656.0,31.5
EPHA4,EFNB2,8.2831466e-05,0.5125333,4.2453885e-05,746.5,715.0,31.5
EPHB6,EFNB2,0.00026920225,0.52293164,0.00014077437,565.0,534.0,31.0
EPHB4,EFNB1,0.0003416798,0.5163163,0.00017641486,520.0,489.0,31.0
EFNA5,EPHB2,1.7256554e-05,0.51544785,8.894854e-06,1032.5,1002.0,30.5
EGF,EGFR,6.9026214e-06,0.50053066,3.4549737e-06,1187.5,1157.0,30.5
RAET1E,KLRK1,0.00045902465,0.5200842,0.00023873147,469.0,439.0,30.0
EPHB6,EFNB1,0.0004038034,0.50435364,0.00020365971,493.0,463.0,30.0
EFNB1,EPHB6,0.00045557314,0.50883466,0.0002318114,474.0,444.0,30.0
EPHA4,EFNA5,2.7610486e-05,0.48951533,1.3515756e-05,952.0,922.0,30.0
EPGN,EGFR,6.9026214e-06,0.48964977,3.379867e-06,1187.5,1158.0,29.5
CD6,ALCAM,2.761049e-05,0.51883453,1.43252755e-05,939.5,910.0,29.5
ICOSLG,ICOS,0.0056635984,0.6210291,0.0035172594,189.0,160.0,29.0
TNFSF13,TNFRSF13B,4.141573e-05,0.45849568,1.8988932e-05,872.0,843.0,29.0
TNFRSF11B,TNFSF11,1.3805243e-05,0.48560038,6.7038313e-06,1078.0,1049.0,29.0
EPHA1,EFNA5,6.9026214e-06,0.47337857,3.267553e-06,1187.5,1159.0,28.5
SORT1,NGF,4.831835e-05,0.47054368,2.2735894e-05,836.5,808.0,28.5
VEGFA,FLT1,0.0008904385,0.51352936,0.00045726632,380.0,352.0,28.0
NTN1,UNC5C,6.9026214e-06,0.4733118,3.2670923e-06,1187.5,1160.0,27.5
HLA-G,LILRB2,3.1061798e-05,0.48646954,1.5110619e-05,928.5,901.0,27.5
TNFSF13B,TNFRSF13B,3.451311e-05,0.47488979,1.6389922e-05,909.5,882.0,27.5
NRP2,VEGFA,4.1415733e-05,0.49531606,2.0513877e-05,852.5,825.0,27.5
BMP5,BMPR1A,9.663668e-05,0.47833955,4.6225145e-05,732.5,705.0,27.5
PDGFA,PDGFRA,1.3805243e-05,0.46852684,6.4681267e-06,1078.0,1051.0,27.0
HCST,RAET1G,6.9026214e-06,0.4579743,3.1612233e-06,1187.5,1161.0,26.5
GABRA3,SLC6A11,1.3805243e-05,0.46704218,6.4476308e-06,1078.0,1052.0,26.0
ITGA5,FN1,0.00013805242,0.49069452,6.774157e-05,673.0,647.0,26.0
LEPR,LEP,3.4513107e-06,0.5194055,1.7926297e-06,1247.0,1221.0,26.0
TNFRSF21,PI16,7.592884e-05,0.46470448,3.5284473e-05,765.5,740.0,25.5
PDGFB,PDGFRA,6.9026214e-06,0.45182195,3.1187558e-06,1187.5,1162.0,25.5
EFNB2,EPHA4,0.00064194406,0.49031875,0.0003147572,425.5,400.0,25.5
VEGFA,NRP2,0.00029681282,0.48671985,0.00014446469,552.0,527.0,25.0
EFNB2,EPHB2,1.0353932e-05,0.514053,5.32247e-06,1130.0,1105.0,25.0
CALCA,CALCRL,3.4513107e-06,0.4646355,1.6036014e-06,1247.0,1222.0,25.0
EGFR,TGFA,0.0007765451,0.5383457,0.0004180497,397.0,372.0,25.0
ARTN,GFRA3,6.9026214e-06,0.44895148,3.0989422e-06,1187.5,1163.0,24.5
IL4R,IL13,0.00020707864,0.46568638,9.64337e-05,614.0,590.0,24.0
EFNB1,EPHB2,1.0353932e-05,0.5015297,5.1928046e-06,1130.0,1106.0,24.0
ACVR1,BMP5,2.0707865e-05,0.4739505,9.814503e-06,1002.0,978.0,24.0
PLAUR,PLAU,0.0004141574,0.47462544,0.00019656964,491.0,467.0,24.0
COL8A1,ITGA10,3.4513107e-06,0.45161596,1.558667e-06,1247.0,1223.0,24.0
HTR3A,TPH1,1.3805243e-05,0.45741954,6.3147877e-06,1078.0,1054.0,24.0
LILRB2,HLA-G,0.00033477735,0.4873956,0.00016316901,522.0,498.0,24.0
IL13RA1,IL13,0.0006626518,0.5043838,0.00033423083,416.5,393.0,23.5
PDGFC,PDGFRA,2.4159175e-05,0.46415582,1.1213622e-05,975.5,952.0,23.5
IL6ST,IL6,6.2123596e-05,0.5074642,3.15255e-05,786.5,763.0,23.5
COL9A3,ITGA10,6.9026214e-06,0.44464576,3.0692213e-06,1187.5,1164.0,23.5
TGFB2,ACVR1,0.00024849435,0.48586652,0.00012073509,581.5,558.0,23.5
PTGDR,AKR1C3,3.4513107e-06,0.4502615,1.5539923e-06,1247.0,1224.0,23.0
EPHA2,EFNB1,3.10618e-05,0.49679857,1.5431458e-05,918.0,895.0,23.0
EFNB2,EPHB3,1.0353932e-05,0.4953139,5.128447e-06,1130.0,1107.0,23.0
SEMA4A,PLXND1,0.00022778647,0.45377603,0.000103364044,599.0,576.0,23.0
ACVR2B,GDF10,1.3805243e-05,0.4556223,6.289976e-06,1078.0,1055.0,23.0
AMH,BMPR1A,0.00019327336,0.4760294,9.20038e-05,627.5,605.0,22.5
GRIN1,GLS2,6.9026214e-06,0.44140628,3.0468605e-06,1187.5,1165.0,22.5
BMPR1A,BMP5,2.4159175e-05,0.45941296,1.1099039e-05,975.5,953.0,22.5
EFNB1,EPHB3,1.0353932e-05,0.48816755,5.054454e-06,1130.0,1108.0,22.0
EPHA2,EFNA3,1.3805243e-05,0.45463857,6.2763957e-06,1078.0,1056.0,22.0
SLC17A7,GRM2,3.4513107e-06,0.44792467,1.5459273e-06,1247.0,1225.0,22.0
IL13RA2,IL13,2.0707865e-05,0.46834937,9.698515e-06,1002.0,980.0,22.0
WNT7B,FZD5,3.1061798e-05,0.47414702,1.4727859e-05,928.5,907.0,21.5
GRIN1,SLC1A1,6.9026214e-06,0.4409719,3.043862e-06,1187.5,1166.0,21.5
AREG,EGFR,2.0707865e-05,0.46586695,9.647109e-06,1002.0,981.0,21.0
COL4A2,ITGA10,3.4513107e-06,0.44602358,1.5393659e-06,1247.0,1226.0,21.0
IGF2R,IGF2,0.00022778653,0.4558389,0.000103833954,596.0,575.0,21.0
LTB4R,LTA4H,0.0004452194,0.45981652,0.00020471922,483.0,462.0,21.0
IL6R,CD248,0.00013805243,0.49051145,6.77163e-05,670.0,649.0,21.0
MICB,KLRK1,0.00045902465,0.49461538,0.00022704065,469.0,448.0,21.0
JAG1,VASN,0.0002174326,0.46071738,0.00010017498,602.0,581.0,21.0
CD86,CTLA4,0.00068681134,0.5034055,0.0003457446,408.0,387.0,21.0
TNFRSF10C,TNFSF10,0.001297689,0.48142883,0.0006247449,329.5,309.0,20.5
VDR,CYP27B1,1.7256554e-05,0.4850291,8.369931e-06,1032.5,1012.0,20.5
CCL3,ACKR2,6.9026214e-06,0.44091684,3.043482e-06,1187.5,1167.0,20.5
ITGA5,CD40LG,0.000717873,0.49047673,0.0003521,406.0,386.0,20.0
EPHB3,EFNB2,2.0707866e-05,0.499082,1.0334923e-05,986.0,966.0,20.0
FN1,ITGB5,4.141573e-05,0.44239312,1.8322035e-05,872.0,852.0,20.0
COL4A1,ITGA10,3.4513107e-06,0.4396703,1.5174388e-06,1247.0,1227.0,20.0
TGFA,EGFR,1.0353932e-05,0.4871729,5.0441554e-06,1130.0,1110.0,20.0
ULBP2,KLRK1,0.00045902465,0.49449828,0.0002269869,469.0,449.0,20.0
FZD3,WNT7B,1.3805243e-05,0.45112032,6.2278255e-06,1078.0,1058.0,20.0
GAS6,AXL,5.522097e-05,0.48277196,2.6659136e-05,808.5,789.0,19.5
IL7R,IL7,4.8318354e-05,0.46234727,2.2339858e-05,829.5,810.0,19.5
WNT4,FZD3,3.7964423e-05,0.4524533,1.7177128e-05,891.5,872.0,19.5
GABRE,SLC6A11,5.176966e-05,0.44914785,2.3252232e-05,823.5,804.0,19.5
IL1RAP,IL1A,6.9026214e-06,0.4391249,3.031113e-06,1187.5,1168.0,19.5
LRPAP1,SORT1,0.00045557314,0.4703008,0.0002142564,474.0,455.0,19.0
IL10RB,IL10,0.0004590243,0.4852404,0.00022273714,471.0,452.0,19.0
FN1,ITGA10,4.141573e-05,0.44231376,1.8318748e-05,872.0,853.0,19.0
WNT6,FZD4,3.4513107e-06,0.436244,1.5056136e-06,1247.0,1228.0,19.0
HEBP1,FPR3,0.0009525623,0.47517648,0.0004526352,372.0,353.0,19.0
EFNB1,EPHA2,1.0353932e-05,0.47349915,4.902578e-06,1130.0,1111.0,19.0
GAS6,MERTK,1.3805243e-05,0.45102116,6.2264567e-06,1078.0,1059.0,19.0
ADORA2B,SLC29A3,0.0005798203,0.47900873,0.000277739,437.0,418.0,19.0
PLXND1,SEMA3E,7.592884e-05,0.45103392,3.424648e-05,765.5,747.0,18.5
ITGB1,COL12A1,0.0003347771,0.47191095,0.00015798499,526.5,508.0,18.5
GABRQ,SLC6A11,6.9026214e-06,0.43848073,3.0266665e-06,1187.5,1169.0,18.5
ADORA1,SLC29A4,3.4513107e-06,0.43448853,1.499555e-06,1247.0,1229.0,18.0
FZD3,WNT5B,1.3805243e-05,0.45099038,6.2260315e-06,1078.0,1060.0,18.0
EPHB3,EFNB1,3.10618e-05,0.486989,1.5126755e-05,918.0,900.0,18.0
CD46,JAG1,0.0009525621,0.472261,0.00044985794,373.0,355.0,18.0
LRP6,DKK1,6.2123596e-05,0.48859534,3.03533e-05,786.5,769.0,17.5
IL15RA,IL15,0.00024849438,0.46859986,0.00011644443,578.5,561.0,17.5
SLC29A2,ADORA2B,9.3185394e-05,0.4527228,4.2187152e-05,735.5,718.0,17.5
EFNA5,EPHA2,1.7256554e-05,0.46519932,8.027738e-06,1032.5,1015.0,17.5
ITGB1,PLA2G2A,0.0010043313,0.47320136,0.00047525094,363.5,346.0,17.5
HBEGF,EGFR,6.9026214e-06,0.4377567,3.0216686e-06,1187.5,1170.0,17.5
TNFSF10,TNFRSF10C,0.00046592686,0.4851159,0.00022602853,467.0,450.0,17.0
CYP19A1,ESR1,3.4513107e-06,0.42817673,1.477771e-06,1247.0,1230.0,17.0
FZD3,WNT2,1.3805243e-05,0.44947085,6.205054e-06,1078.0,1061.0,17.0
BAG6,NCR3,0.028162653,0.59220624,0.016678099,77.0,60.0,17.0
WNT7B,FZD4,1.0353932e-05,0.47066638,4.8732477e-06,1130.0,1113.0,17.0
DKK1,LRP6,0.00040035206,0.46604392,0.00018658164,494.0,477.0,17.0
SPX,GALR2,2.7610486e-05,0.4620336,1.2756972e-05,952.0,935.0,17.0
CXCL9,DPP4,0.00045557308,0.45160645,0.00020573975,477.5,461.0,16.5
BMPR1A,BMP8A,2.4159175e-05,0.43912837,1.0608979e-05,975.5,959.0,16.5
EFNB1,EPHA4,0.00064194406,0.46750623,0.00030011285,425.5,409.0,16.5
FZD3,WNT1,0.00031752055,0.46008173,0.0001460854,540.5,524.0,16.5
COL6A3,ITGA10,6.9026214e-06,0.43641973,3.0124402e-06,1187.5,1171.0,16.5
COL5A1,ITGA10,3.4513107e-06,0.42628843,1.4712538e-06,1247.0,1231.0,16.0
IL17RA,IL17A,9.66367e-05,0.44437385,4.2942822e-05,728.0,712.0,16.0
HLA-F,KIR3DL2,0.0020017605,0.47666678,0.00095417275,280.0,264.0,16.0
PTHLH,PTH2R,1.3805243e-05,0.44709548,6.1722617e-06,1078.0,1062.0,16.0
BMP7,BMPR2,0.00036583908,0.4677027,0.00017110392,510.0,494.0,16.0
GRIN1,SLC1A3,1.0353932e-05,0.47041085,4.870602e-06,1130.0,1114.0,16.0
AMH,ACVR1,0.00012424718,0.46807784,5.815735e-05,691.0,675.0,16.0
ALOX5AP,CYSLTR1,0.00021398124,0.44931975,9.6145995e-05,607.0,591.0,16.0
LRP6,WNT10A,0.00061088224,0.46063122,0.00028139143,431.0,415.0,16.0
WNT7B,FZD7,5.1769664e-05,0.44962496,2.3276933e-05,818.5,803.0,15.5
ITGB6,TNC,0.00025884833,0.46651968,0.00012075784,572.5,557.0,15.5
ITGA5,L1CAM,9.663671e-05,0.4587716,4.4334174e-05,723.5,708.0,15.5
ITGA8,FN1,0.00020707863,0.45618194,9.446553e-05,615.5,600.0,15.5
NRP1,VEGFA,6.2123596e-05,0.477788,2.9681909e-05,786.5,771.0,15.5
COL8A1,ITGB1,0.0028645878,0.45409626,0.0013007986,243.5,228.0,15.5
COL16A1,ITGA10,6.9026214e-06,0.43247065,2.9851813e-06,1187.5,1172.0,15.5
HLA-F,KIR3DL1,0.002174326,0.5148228,0.0011193926,268.0,253.0,15.0
CXCR6,CXCL16,0.00025884845,0.47020838,0.00012171271,571.0,556.0,15.0
LRP6,WNT2B,4.141573e-05,0.43819287,1.8148077e-05,872.0,857.0,15.0
WNT4,LRP6,1.3805243e-05,0.44415054,6.131606e-06,1078.0,1063.0,15.0
IGF1,IGF1R,1.0353932e-05,0.4615426,4.7787807e-06,1130.0,1115.0,15.0
HLA-F,LILRB1,0.0010353932,0.51195693,0.00053007674,353.0,338.0,15.0
EPHA4,EFNB1,0.0001242472,0.4815613,5.9832648e-05,684.0,669.0,15.0
MST1R,MST1,2.0707865e-05,0.45660132,9.455239e-06,1002.0,987.0,15.0
TNFSF10,TNFRSF11B,0.0018637074,0.47957018,0.0008937785,285.0,270.0,15.0
GGT5,CYSLTR1,0.00021398124,0.44746983,9.575015e-05,607.0,592.0,15.0
LTA4H,LTB4R2,0.001987955,0.4656392,0.0009256698,281.0,266.0,15.0
COL11A2,ITGA10,3.4513107e-06,0.42588347,1.4698562e-06,1247.0,1232.0,15.0
IL20,IL20RA,6.902622e-05,0.4694059,3.2401313e-05,773.5,759.0,14.5
COL4A1,ITGB1,0.0028645878,0.4474412,0.0012817346,243.5,229.0,14.5
SEMA3F,NRP2,6.9026214e-06,0.43225753,2.9837101e-06,1187.5,1173.0,14.5
NT5E,ADORA2B,3.1061798e-05,0.4497056,1.39686645e-05,928.5,914.0,14.5
ADM,CALCRL,2.4159175e-05,0.4365345,1.0546313e-05,975.5,961.0,14.5
GABBR1,SLC6A11,1.7256554e-05,0.45635608,7.875134e-06,1032.5,1018.0,14.5
FZD3,WNT2B,5.522097e-05,0.4582236,2.5303552e-05,808.5,794.0,14.5
WNT7B,FZD3,0.00011389327,0.47254983,5.3820244e-05,701.0,687.0,14.0
FZD10,WNT5B,3.4513107e-06,0.42576244,1.4694385e-06,1247.0,1233.0,14.0
ITGA2,COL12A1,1.0353932e-05,0.45412874,4.7020185e-06,1130.0,1116.0,14.0
NTRK3,PTPRS,1.3805243e-05,0.4428235,6.113286e-06,1078.0,1064.0,14.0
TGFB3,ITGB8,4.141573e-05,0.43277022,1.7923494e-05,872.0,858.0,14.0
CYSLTR1,GGT5,2.7610486e-05,0.44988197,1.2421459e-05,952.0,938.0,14.0
BMPR1A,BMPR2,0.0012804368,0.47059813,0.0006025711,333.0,319.0,14.0
ADORA1,SLC29A3,0.00014495508,0.4730305,6.856817e-05,660.0,646.0,14.0
TNFRSF10B,TNFSF10,0.005190756,0.5121992,0.0026587013,195.0,181.0,14.0
TNFRSF11B,TNFSF10,0.002595378,0.46856177,0.0012160949,254.0,240.0,14.0
BMP7,ACVR1,0.00012424718,0.4661328,5.7915684e-05,691.0,677.0,14.0
ITGB1,COL4A1,0.0010043313,0.4576766,0.0004596589,363.5,350.0,13.5
ACVR1B,GDF10,1.7256554e-05,0.45577794,7.8651565e-06,1032.5,1019.0,13.5
ITGA8,TNC,5.1769664e-05,0.44841543,2.3214316e-05,818.5,805.0,13.5
LRP6,WNT1,0.00023814042,0.4482576,0.00010674825,586.5,573.0,13.5
LRP5,DKK1,0.00033132586,0.44273505,0.00014668958,535.5,522.0,13.5
GRIA2,SLC1A1,6.9026214e-06,0.4317658,2.980316e-06,1187.5,1174.0,13.5
SORT1,LRPAP1,0.017249592,0.50940734,0.008787069,109.0,96.0,13.0
GRIA2,SLC1A3,1.0353932e-05,0.44419706,4.5991865e-06,1130.0,1117.0,13.0
ADORA2B,SLC29A4,1.3805243e-05,0.43984243,6.072132e-06,1078.0,1065.0,13.0
FN1,ITGA8,4.141573e-05,0.43264332,1.7918239e-05,872.0,859.0,13.0
HLA-F,LILRB2,0.00010353932,0.47017756,4.8681864e-05,714.0,701.0,13.0
IL15,IL15RA,0.0013460118,0.4633193,0.0006236332,323.0,310.0,13.0
ACVR1,BMP8A,2.0707865e-05,0.4515258,9.350136e-06,1002.0,989.0,13.0
SLIT2,ROBO1,3.4513107e-06,0.4215315,1.4548361e-06,1247.0,1234.0,13.0
COL8A1,ITGA2,7.938014e-05,0.4418972,3.507786e-05,756.0,743.0,13.0
GRM4,SLC1A1,6.9026214e-06,0.42894718,2.96086e-06,1187.5,1175.0,12.5
ITGA2,COL1A1,0.00028991007,0.44812623,0.0001299163,558.5,546.0,12.5
ITGB1,COL27A1,0.0010043313,0.4561389,0.00045811458,363.5,351.0,12.5
WNT3,FZD3,3.7964423e-05,0.43807673,1.663133e-05,891.5,879.0,12.5
ITGB1,COL9A3,0.0003347771,0.4592563,0.0001537485,526.5,514.0,12.5
ITGA2,COL4A1,3.1061798e-05,0.44471645,1.3813693e-05,928.5,916.0,12.5
TNFSF13B,TNFRSF17,1.7256554e-05,0.44417524,7.664934e-06,1032.5,1020.0,12.5
COL4A2,ITGB1,0.0028645878,0.4404509,0.0012617103,243.5,231.0,12.5
IL4R,IL4,0.00010353932,0.46439508,4.808315e-05,714.0,702.0,12.0
LRP6,WNT2,1.0353932e-05,0.441321,4.569408e-06,1130.0,1118.0,12.0
FZD10,WNT2,3.4513107e-06,0.42091832,1.4527199e-06,1247.0,1235.0,12.0
PVR,TIGIT,0.026278278,0.53752387,0.014125202,81.0,69.0,12.0
IL17RC,IL17A,0.00013805243,0.47050437,6.495427e-05,670.0,658.0,12.0
ITGB1,LAMA3,0.0006695542,0.46943313,0.00031431092,414.0,402.0,12.0
TNFRSF14,BTLA,0.0012700825,0.46109563,0.0005856295,335.0,323.0,12.0
COL6A1,ITGA10,1.3805243e-05,0.4398215,6.0718426e-06,1078.0,1066.0,12.0
PTGDR,PTGDS,4.4867047e-05,0.439249,1.9707806e-05,843.0,831.0,12.0
TAX1BP3,ADGRB1,3.796442e-05,0.4219777,1.6020138e-05,898.0,886.0,12.0
TNFRSF17,TNFSF13B,0.0004279626,0.4413089,0.0001888637,486.0,474.0,12.0
COL9A3,ITGA2,0.00015876027,0.43694085,6.936885e-05,654.5,643.0,11.5
EPHA2,EFNA4,0.0001311498,0.46398973,6.0852162e-05,678.5,667.0,11.5
ITGA3,LAMA3,5.522097e-05,0.44497737,2.4572082e-05,808.5,797.0,11.5
BMPR2,BMP5,3.1061798e-05,0.43996814,1.3666201e-05,928.5,917.0,11.5
COL1A1,ITGA10,3.451311e-05,0.44073534,1.5211147e-05,909.5,898.0,11.5
IL20RB,IL20,6.9026214e-06,0.4254507,2.9367252e-06,1187.5,1176.0,11.5
WNT6,FZD3,3.7964423e-05,0.43699938,1.659043e-05,891.5,880.0,11.5
DKK1,KREMEN1,0.00020017603,0.45211658,9.05029e-05,618.5,607.0,11.5
WNT7B,FRZB,5.1769664e-05,0.4399211,2.2774568e-05,818.5,807.0,11.5
HCST,ULBP1,1.3805243e-05,0.43829903,6.0508246e-06,1078.0,1067.0,11.0
TGFBR1,TGFB3,0.00036238765,0.44187468,0.00016012993,512.0,501.0,11.0
TGFBR1,GDF11,0.001346011,0.4578466,0.00061626657,324.0,313.0,11.0
CYP19A1,NR1I2,3.4513107e-06,0.41788542,1.4422525e-06,1247.0,1236.0,11.0
ACVR1,INHBA,2.0707865e-05,0.4507477,9.334022e-06,1002.0,991.0,11.0
EFNA5,EPHA1,0.0015358342,0.44729295,0.0006869678,309.0,298.0,11.0
WNT6,FZD5,1.0353932e-05,0.4385297,4.540507e-06,1130.0,1119.0,11.0
COL4A1,ITGA2,7.938014e-05,0.4378105,3.475346e-05,756.0,745.0,11.0
TGFB3,ACVR1,0.00018637077,0.44891486,8.366461e-05,632.0,621.0,11.0
WNT7B,FZD6,0.00013460114,0.4672965,6.2898645e-05,675.0,664.0,11.0
PLAU,PLAUR,0.0043486534,0.5164097,0.0022456867,206.0,195.0,11.0
JAG2,VASN,7.247753e-05,0.45118606,3.2700853e-05,768.0,757.0,11.0
PLA2G2A,ITGA5,0.001518577,0.4498934,0.00068319775,311.0,300.0,11.0
GRIA2,GLS2,6.9026214e-06,0.42400303,2.9267323e-06,1187.5,1177.0,10.5
ITGA2,COL27A1,3.1061798e-05,0.4398813,1.36635035e-05,928.5,918.0,10.5
COL16A1,ITGA2,0.00015876027,0.43481287,6.903101e-05,654.5,644.0,10.5
COL1A2,ITGA10,1.7256554e-05,0.4389641,7.5750077e-06,1032.5,1022.0,10.5
WNT7B,SFRP1,0.00014495506,0.45675707,6.620925e-05,663.5,653.0,10.5
IGF1R,IGF2,2.0707866e-05,0.47576916,9.852164e-06,986.0,976.0,10.0
