Ligand,Receptor,Expr_Prod,Affinity_Pred,Affinity_Score,Rank_Baseline,Rank_Affinity,Rank_Change
CEL,RORC,1.7256554e-05,0.39689636,6.8490635e-06,1032.5,1044.0,-11.5
FGB,ITGB2,0.018830387,0.3667047,0.0069051916,99.5,111.0,-11.5
NRP1,VEGFB,0.0001967247,0.39256984,7.722818e-05,621.5,633.0,-11.5
WNT3,LRP5,6.9026214e-06,0.40310195,2.7824601e-06,1187.5,1199.0,-11.5
RAMP2,ADM2,0.0001863708,0.37420213,6.974035e-05,629.5,641.0,-11.5
TGFBR3,TGFB1,0.002177775,0.39059827,0.0008506351,267.0,279.0,-12.0
PTPRC,MRC1,1.3805243e-05,0.40829554,5.636619e-06,1078.0,1090.0,-12.0
TYROBP,APOE,0.0020500799,0.4026222,0.0008254077,272.0,284.0,-12.0
RSPO3,LGR6,1.0353932e-05,0.4009043,4.150936e-06,1130.0,1142.0,-12.0
ITGA2,COL15A1,4.141573e-05,0.39087072,1.6188196e-05,872.0,884.0,-12.0
SFRP2,WNT7A,2.0707865e-05,0.39968964,8.276719e-06,1002.0,1014.0,-12.0
CCL22,CCR4,0.00017601684,0.38116628,6.7091685e-05,638.0,650.0,-12.0
EDN2,EDNRB,0.00022778651,0.39072657,8.900224e-05,598.0,610.0,-12.0
CHRM3,SLC10A4,3.4513107e-06,0.3952004,1.3639594e-06,1247.0,1259.0,-12.0
SFRP1,WNT7A,0.00016566295,0.40147814,6.651005e-05,640.0,652.0,-12.0
LRP5,WNT7B,5.522097e-05,0.38448665,2.1231726e-05,808.5,821.0,-12.5
WNT6,LRP5,6.9026214e-06,0.40226683,2.7766957e-06,1187.5,1200.0,-12.5
ITGAV,OMD,8.283146e-05,0.3809839,3.155745e-05,749.5,762.0,-12.5
FZD1,WNT2,1.7256554e-05,0.39552647,6.825424e-06,1032.5,1045.0,-12.5
ADM2,RAMP3,6.902622e-05,0.3941547,2.7207008e-05,773.5,786.0,-12.5
PPARA,SULT1A1,0.00024849435,0.38479578,9.561958e-05,581.5,594.0,-12.5
IL33,IL1RAP,0.00020707866,0.402295,8.330671e-05,611.5,624.0,-12.5
ABCA1,APOA1,4.1415733e-05,0.4257031,1.7630806e-05,852.5,865.0,-12.5
SFRP1,WNT5A,8.283147e-05,0.3967697,3.286502e-05,742.5,755.0,-12.5
IL10RB,IFNL2,2.4159175e-05,0.38852993,9.386563e-06,975.5,988.0,-12.5
NOTCH4,DLL3,4.8318354e-05,0.39423716,1.904889e-05,829.5,842.0,-12.5
WNT9A,SFRP1,0.00014495506,0.40067738,5.8080215e-05,663.5,676.0,-12.5
FGFR2,FGF7,3.1061798e-05,0.3965351,1.2317093e-05,928.5,941.0,-12.5
LRP5,WNT2B,0.00022088389,0.4017295,8.873557e-05,600.0,613.0,-13.0
NOTCH2,DLL3,0.0008455713,0.37416694,0.0003163848,385.0,398.0,-13.0
SLC29A1,ADORA2A,0.0030923754,0.39398783,0.0012183583,226.0,239.0,-13.0
L1CAM,ITGAV,0.0003244233,0.38537443,0.00012502445,539.0,552.0,-13.0
ITGAV,FCER2,4.141573e-05,0.38747597,1.60476e-05,872.0,885.0,-13.0
FPR2,ALOX5,1.3805243e-05,0.4053392,5.595806e-06,1078.0,1091.0,-13.0
ALOX5AP,CYSLTR2,5.522098e-05,0.4025408,2.2228696e-05,799.0,812.0,-13.0
WNT5A,FZD4,3.4513107e-06,0.3931531,1.3568936e-06,1247.0,1260.0,-13.0
ADGRE5,LPAR1,1.0353932e-05,0.39927226,4.134038e-06,1130.0,1143.0,-13.0
IGF1,ITGAV,0.00016221165,0.392288,6.3633684e-05,647.5,661.0,-13.5
THBS1,CD36,0.00028991012,0.38084462,0.000110410714,555.5,569.0,-13.5
NOTCH4,DLL1,6.9026214e-06,0.40164638,2.772413e-06,1187.5,1201.0,-13.5
PTGER3,PTGES3,0.029902339,0.342825,0.01025127,72.5,86.0,-13.5
BDNF,NGFR,3.7964423e-05,0.39452618,1.4977959e-05,891.5,905.0,-13.5
LRP5,WNT5A,5.522097e-05,0.38293213,2.1145885e-05,808.5,822.0,-13.5
GLS,GRM2,1.7256554e-05,0.39345977,6.78976e-06,1032.5,1046.0,-13.5
TNFRSF17,TNFSF13,1.3805243e-05,0.40456647,5.5851383e-06,1078.0,1092.0,-14.0
ITGB4,IGF1,0.00035893635,0.40038866,0.00014371405,515.0,529.0,-14.0
FZD8,WNT5A,3.4513107e-06,0.39071938,1.348494e-06,1247.0,1261.0,-14.0
ITGA6,LAMC1,7.5928845e-05,0.38509738,2.924e-05,762.0,776.0,-14.0
THY1,ITGAV,0.0006488466,0.37204504,0.00024140016,423.0,437.0,-14.0
LAIR1,LILRB4,4.1415737e-05,0.43252474,1.7913331e-05,847.0,861.0,-14.0
JAG1,NOTCH4,0.000155309,0.37837136,5.8764475e-05,658.0,672.0,-14.0
SIRPA,CD47,0.009014813,0.39205134,0.0035342695,145.0,159.0,-14.0
CD52,SIGLEC10,2.0707865e-05,0.3859145,7.991465e-06,1002.0,1016.0,-14.0
DAGLA,CNR2,1.0353932e-05,0.39715213,4.112086e-06,1130.0,1144.0,-14.0
COL11A2,ITGA1,0.0010215865,0.40950873,0.0004183486,357.0,371.0,-14.0
TGFB3,ITGAV,0.00048663493,0.39419696,0.00019183001,456.5,471.0,-14.5
JAG2,NOTCH4,5.1769664e-05,0.37663832,1.949844e-05,818.5,833.0,-14.5
IL12A,IL12RB2,0.00079725316,0.38865224,0.00030985422,391.5,406.0,-14.5
HSD17B1,NR1I2,6.9026214e-06,0.40051934,2.7646333e-06,1187.5,1202.0,-14.5
PTGER4,PTGES3,0.029902339,0.3411591,0.010201455,72.5,87.0,-14.5
THRA,TG,9.3185394e-05,0.36047935,3.3591412e-05,735.5,750.0,-14.5
NTN4,UNC5B,1.7256554e-05,0.39245778,6.772469e-06,1032.5,1047.0,-14.5
NOTCH3,DLL3,0.00028991012,0.37788475,0.00010955262,555.5,570.0,-14.5
THY1,ITGB2,0.018830387,0.3496975,0.006584939,99.5,114.0,-14.5
CALCRL,ADM2,3.10618e-05,0.41628236,1.293048e-05,918.0,933.0,-15.0
NOTCH3,DLL1,4.141573e-05,0.38606146,1.5989017e-05,872.0,887.0,-15.0
NRP2,PGF,5.522098e-05,0.399842,2.2079666e-05,799.0,814.0,-15.0
ACVR2B,GDF11,0.00035893623,0.39789805,0.00014282002,516.0,531.0,-15.0
PLXNB3,SEMA4D,0.0058672065,0.3900704,0.0022886237,179.0,194.0,-15.0
ITGA2,LAMC1,1.0353932e-05,0.3965912,4.1062785e-06,1130.0,1145.0,-15.0
ACKR4,CCL21,1.3805243e-05,0.3971418,5.482639e-06,1078.0,1093.0,-15.0
FZD8,WNT7B,3.4513107e-06,0.38732132,1.3367662e-06,1247.0,1262.0,-15.0
PTGER3,PTGES2,0.0016842409,0.3672461,0.0006185309,296.5,312.0,-15.5
TNFRSF13B,TNFSF13,6.9026214e-06,0.39929047,2.756151e-06,1187.5,1203.0,-15.5
ITGAV,THY1,0.00033132586,0.37921962,0.00012564527,535.5,551.0,-15.5
FZD1,WNT7A,3.451311e-05,0.3847873,1.3280205e-05,909.5,925.0,-15.5
WNT3,FRZB,1.7256554e-05,0.39205578,6.765532e-06,1032.5,1048.0,-15.5
FZD4,WNT5A,3.4513107e-06,0.38660887,1.3343073e-06,1247.0,1263.0,-16.0
ITGB2,ICAM4,2.7610486e-05,0.3723458,1.0280649e-05,952.0,968.0,-16.0
ICAM1,ITGAX,0.0011803482,0.3809701,0.00044967738,340.0,356.0,-16.0
MADCAM1,ITGB7,0.009339221,0.38242912,0.00357159,140.0,156.0,-16.0
IL23A,IL12RB1,0.00057982065,0.3873331,0.00022458372,435.0,451.0,-16.0
TGFB1,TGFBR3,0.00026575103,0.37294364,9.9110155e-05,567.0,583.0,-16.0
CYP21A2,NR3C2,0.00011734456,0.36409676,4.2724776e-05,697.0,713.0,-16.0
TGFB1,TGFBR1,0.00020707873,0.4017199,8.3187646e-05,609.0,625.0,-16.0
LGALS9,BCR,0.00019327337,0.35909408,6.940332e-05,626.0,642.0,-16.0
SFRP2,WNT7B,1.0353932e-05,0.39601555,4.100318e-06,1130.0,1146.0,-16.0
CYP19A1,ESR2,1.3805243e-05,0.39652127,5.4740726e-06,1078.0,1094.0,-16.0
FZD4,WNT7A,6.9026214e-06,0.39913997,2.755112e-06,1187.5,1204.0,-16.5
ITGAV,MMP2,0.00020707866,0.38960132,8.067812e-05,611.5,628.0,-16.5
WNT5A,SFRP2,3.7964423e-05,0.38325363,1.4550003e-05,891.5,908.0,-16.5
LIPA,RORC,6.902622e-05,0.38132003,2.6321079e-05,773.5,790.0,-16.5
SLC10A4,CHRNE,4.4867047e-05,0.3992913,1.7915021e-05,843.0,860.0,-17.0
INHBB,ACVR1C,0.0003865469,0.38308147,0.00014807895,502.0,519.0,-17.0
ALDH1A3,CRABP2,0.00055220973,0.3833073,0.00021166603,442.0,459.0,-17.0
WNT5A,FZD5,1.0353932e-05,0.39592144,4.0993436e-06,1130.0,1147.0,-17.0
GGT5,CYSLTR2,5.522098e-05,0.3960534,2.1870457e-05,799.0,816.0,-17.0
WNT10A,LRP5,1.3805243e-05,0.39584148,5.4646875e-06,1078.0,1095.0,-17.0
TENM1,ADGRL2,3.4513107e-06,0.38643265,1.3336992e-06,1247.0,1264.0,-17.0
SELPLG,SELL,0.0005729179,0.37253124,0.00021342983,440.0,457.0,-17.0
PTPRS,AGRN,0.00038654686,0.38033107,0.00014701579,503.0,520.0,-17.0
ITGAV,ADGRE2,0.0014909663,0.3712363,0.0005535008,315.0,332.0,-17.0
TGFBR3,FGFR4,6.9026214e-06,0.3989514,2.7538106e-06,1187.5,1205.0,-17.5
DLL3,NOTCH2,0.00078689924,0.37264323,0.00029323268,394.5,412.0,-17.5
DLL3,NOTCH1,0.0006833598,0.37996885,0.00025965544,410.5,428.0,-17.5
THY1,ITGAX,0.00024849435,0.38091806,9.465599e-05,581.5,599.0,-17.5
SLC10A4,CHRNB1,0.00022778662,0.39072174,8.900118e-05,593.5,611.0,-17.5
FZD1,WNT7B,1.7256554e-05,0.3846574,6.6378616e-06,1032.5,1050.0,-17.5
LAMC1,ITGAV,0.00016221165,0.38573253,6.257031e-05,647.5,665.0,-17.5
CNTN1,NOTCH1,0.00045557323,0.38505706,0.0001754217,472.0,490.0,-18.0
ICAM1,ITGAM,0.0016393723,0.37105814,0.0006083024,300.0,318.0,-18.0
CXCR3,CXCL11,1.3805243e-05,0.39582705,5.464489e-06,1078.0,1096.0,-18.0
STRA6,RBP4,3.4513107e-06,0.3854405,1.3302749e-06,1247.0,1265.0,-18.0
LTC4S,CYSLTR2,0.00013805245,0.3990813,5.5094148e-05,667.0,685.0,-18.0
CNTN1,NOTCH2,0.0005245995,0.38693106,0.00020298385,446.0,464.0,-18.0
ITGA2,COL8A2,1.0353932e-05,0.39516678,4.09153e-06,1130.0,1148.0,-18.0
CRABP2,ALDH1A2,0.00012769853,0.38512528,4.9179933e-05,682.0,700.0,-18.0
DLK1,NOTCH4,0.0022260956,0.3730182,0.0008303742,265.0,283.0,-18.0
LAMA3,ITGA3,3.4513112e-05,0.39394072,1.359612e-05,901.5,920.0,-18.5
NTN1,UNC5B,6.9026214e-06,0.39856142,2.7511185e-06,1187.5,1206.0,-18.5
FPR2,LTC4S,0.00023814054,0.3872222,9.2213304e-05,585.0,604.0,-19.0
SFRP2,WNT5A,1.0353932e-05,0.38935283,4.031333e-06,1130.0,1149.0,-19.0
ERBB4,HBEGF,0.0030509578,0.37113163,0.001132307,232.0,251.0,-19.0
ALDH1A3,RXRA,0.0014081352,0.36380306,0.0005122839,321.0,340.0,-19.0
PTGER3,PTGES,2.7610486e-05,0.3657063,1.0097328e-05,952.0,971.0,-19.0
ACVR2B,BMP8A,1.3805243e-05,0.394413,5.444967e-06,1078.0,1097.0,-19.0
PTPRC,CD22,3.4513107e-06,0.38464698,1.3275362e-06,1247.0,1266.0,-19.0
THRB,TG,0.00013460113,0.3700886,4.981434e-05,677.0,696.0,-19.0
PPARD,SULT1A1,0.0007454831,0.36644927,0.00027318174,402.0,421.0,-19.0
ADM2,RAMP2,0.00010353933,0.3753589,3.886441e-05,712.0,731.0,-19.0
IL6ST,IL12A,0.00012424719,0.35952687,4.4670203e-05,687.5,707.0,-19.5
IL1R2,IL1B,4.8318354e-05,0.38289312,1.8500765e-05,829.5,849.0,-19.5
KREMEN1,RSPO1,6.9026214e-06,0.3977924,2.7458104e-06,1187.5,1207.0,-19.5
ARTN,GFRA1,3.4513107e-06,0.37784153,1.3040485e-06,1247.0,1267.0,-20.0
CCL20,CCR6,0.00078689895,0.35351095,0.00027817738,396.0,416.0,-20.0
NOTCH4,DLK1,5.522098e-05,0.39206842,2.1650401e-05,799.0,819.0,-20.0
ITGAV,LAMC1,4.141573e-05,0.378221,1.5664298e-05,872.0,892.0,-20.0
IFNLR1,IFNL2,1.0353932e-05,0.38628325,3.9995507e-06,1130.0,1150.0,-20.0
IL20RB,IL24,1.3805243e-05,0.39422265,5.4423394e-06,1078.0,1098.0,-20.0
DLL1,NOTCH2,0.00026229976,0.3694137,9.689712e-05,568.0,588.0,-20.0
LGALS9,HAVCR2,0.001580701,0.36548734,0.00057772617,305.0,325.0,-20.0
AXL,GAS6,2.0707866e-05,0.41904947,8.677621e-06,986.0,1006.0,-20.0
ICAM3,CD209,6.55749e-05,0.37287885,2.4451494e-05,779.0,799.0,-20.0
SPP1,ITGAV,0.0011354815,0.38565516,0.00043790432,342.0,362.0,-20.0
CCL19,CCRL2,0.0007972532,0.37609246,0.00029984093,390.0,410.0,-20.0
ALDH1A3,RORB,0.00013805243,0.37998462,5.2457803e-05,670.0,690.0,-20.0
PTGER2,PTGES3,0.0074755847,0.35113287,0.0026249236,162.0,182.0,-20.0
MMP2,ITGAV,0.00016221165,0.37262842,6.0444672e-05,647.5,668.0,-20.5
CCL4,ACKR2,3.451311e-05,0.38086498,1.3144834e-05,909.5,930.0,-20.5
WNT5A,FZD7,1.7256554e-05,0.3713995,6.4090755e-06,1032.5,1053.0,-20.5
APLP2,PLXNA4,0.00046592706,0.38887742,0.00018118852,464.5,485.0,-20.5
ITGAX,FGG,6.9026214e-06,0.3950817,2.7270994e-06,1187.5,1208.0,-20.5
NRP1,PGF,8.2831466e-05,0.37047014,3.0686584e-05,746.5,767.0,-20.5
ACVR2B,INHBA,1.3805243e-05,0.393185,5.4280144e-06,1078.0,1099.0,-21.0
CEL,RORA,0.0029129076,0.37560588,0.0010941052,235.0,256.0,-21.0
IL1R2,IL1RN,1.0353932e-05,0.385064,3.9869265e-06,1130.0,1151.0,-21.0
DLL1,NOTCH3,3.4513107e-06,0.37226167,1.2847906e-06,1247.0,1268.0,-21.0
WNT3,RYK,8.628275e-05,0.37445202,3.230875e-05,739.0,760.0,-21.0
TGFBR3,TGFB3,2.4159177e-05,0.39159736,9.46067e-06,965.0,986.0,-21.0
THBS1,ITGA3,0.00048318357,0.3819829,0.00018456786,459.5,481.0,-21.5
CXCR4,CXCL12,0.00045557308,0.35527006,0.00016185148,477.5,499.0,-21.5
CXCL1,ACKR1,0.00027610487,0.35757536,9.87283e-05,562.5,584.0,-21.5
FZD8,WNT7A,6.9026214e-06,0.39500505,2.7265703e-06,1187.5,1209.0,-21.5
NOTCH1,DLL3,4.8318354e-05,0.37976003,1.834938e-05,829.5,851.0,-21.5
AGTR1,AGT,3.4513107e-06,0.37155318,1.2823455e-06,1247.0,1269.0,-22.0
IGFL1,IGFLR1,0.0011044203,0.38598272,0.00042628715,345.0,367.0,-22.0
WNT5A,LRP6,1.3805243e-05,0.39162123,5.406426e-06,1078.0,1100.0,-22.0
ERBB4,EREG,0.00035203368,0.38850966,0.00013676849,517.0,539.0,-22.0
KLRB1,CLEC2D,0.0031648544,0.36789525,0.0011643348,224.0,246.0,-22.0
SLC18A2,ADRA2B,1.0353932e-05,0.38261992,3.9616207e-06,1130.0,1152.0,-22.0
IFNAR1,IFNE,0.00011044198,0.36180767,3.9958755e-05,704.0,726.0,-22.0
TGFB1,ITGAV,0.00016221165,0.36844325,5.976579e-05,647.5,670.0,-22.5
NCAM1,AGRN,2.761049e-05,0.38122937,1.052593e-05,939.5,962.0,-22.5
CSPG4,ITGA3,3.4513112e-05,0.3871645,1.3362252e-05,901.5,924.0,-22.5
HSD17B1,GPER1,6.9026214e-06,0.3932728,2.7146132e-06,1187.5,1210.0,-22.5
SPN,SIGLEC1,3.4513107e-06,0.36749667,1.2683452e-06,1247.0,1270.0,-23.0
DLL3,NOTCH3,1.0353932e-05,0.3750744,3.8834946e-06,1130.0,1153.0,-23.0
INHA,ACVR1C,1.3805243e-05,0.39042506,5.3899125e-06,1078.0,1101.0,-23.0
ADGRE5,THY1,8.2831466e-05,0.36349314,3.010867e-05,746.5,770.0,-23.5
SLC1A2,GRM2,6.9026214e-06,0.38577875,2.6628848e-06,1187.5,1211.0,-23.5
FGB,ITGAM,0.000345131,0.3836028,0.00013239322,518.5,542.0,-23.5
CNTN1,MCAM,4.1415733e-05,0.4085086,1.6918682e-05,852.5,876.0,-23.5
CEACAM1,CD209,1.3805243e-05,0.39040187,5.3895924e-06,1078.0,1102.0,-24.0
DAGLA,GPR55,3.4513107e-06,0.36320695,1.2535401e-06,1247.0,1271.0,-24.0
FGFR2,FCER2,1.0353932e-05,0.3733137,3.8652647e-06,1130.0,1154.0,-24.0
ITGB2,F11R,0.00023468913,0.37119305,8.7114975e-05,592.0,616.0,-24.0
WNT5A,FZD6,4.4867047e-05,0.3911552,1.7549979e-05,843.0,867.0,-24.0
WNT5A,FRZB,1.7256554e-05,0.36186585,6.2445574e-06,1032.5,1057.0,-24.5
CXCL8,ACKR1,0.0005245992,0.36215198,0.00018998465,448.5,473.0,-24.5
CLEC2B,KLRF1,0.0002484944,0.37559938,9.333435e-05,576.5,601.0,-24.5
TENM1,ADGRL1,3.4513112e-05,0.38407537,1.3255636e-05,901.5,926.0,-24.5
WNT5A,SFRP1,4.8318354e-05,0.3785316,1.8290024e-05,829.5,854.0,-24.5
PTGER4,PTGES2,0.0016842409,0.3557264,0.00059912895,296.5,321.0,-24.5
NOTCH1,DLL1,6.9026214e-06,0.38567367,2.6621594e-06,1187.5,1212.0,-24.5
DLL1,NOTCH1,0.00022778662,0.37666887,8.580013e-05,593.5,618.0,-24.5
PTGER2,PTGES2,0.00042106022,0.3663257,0.00015424518,487.5,512.0,-24.5
HRH2,HDC,1.3805243e-05,0.39036608,5.3890985e-06,1078.0,1103.0,-25.0
FGFR2,FGF22,4.141573e-05,0.3693596,1.5297297e-05,872.0,897.0,-25.0
DAGLB,GPR55,1.0353932e-05,0.36285856,3.757013e-06,1130.0,1155.0,-25.0
NOTCH1,DLK1,5.522098e-05,0.37917227,2.0938263e-05,799.0,824.0,-25.0
PPARG,SULT1A1,0.00086973025,0.35492912,0.0003086926,382.0,407.0,-25.0
RARB,ALDH1A2,3.4513107e-06,0.34408024,1.1875278e-06,1247.0,1272.0,-25.0
ADGRG1,TGM2,0.0005004402,0.37150767,0.00018591736,453.0,478.0,-25.0
PTGER4,PTGES,2.7610486e-05,0.35571697,9.821519e-06,952.0,977.0,-25.0
FPR2,SAA1,4.4867047e-05,0.3901789,1.7506174e-05,843.0,868.0,-25.0
SLC10A4,CHRNA1,2.4159177e-05,0.38636032,9.334147e-06,965.0,990.0,-25.0
ACKR4,CCL25,6.9026214e-06,0.37327367,2.5765669e-06,1187.5,1213.0,-25.5
ITGAX,THY1,2.761049e-05,0.3771532,1.0413384e-05,939.5,965.0,-25.5
TYRO3,GAS6,0.00014495506,0.36236683,5.2526906e-05,663.5,689.0,-25.5
CXCR4,CXCL14,0.00045557308,0.34951934,0.00015923161,477.5,503.0,-25.5
CCL2,ACKR1,0.00011044194,0.3413789,3.770255e-05,708.5,734.0,-25.5
PTGR1,LTB4R,0.0015323824,0.3519602,0.00053933763,310.0,336.0,-26.0
WNT5A,ROR2,3.4513107e-06,0.32315338,1.1153027e-06,1247.0,1273.0,-26.0
IL12A,IL12RB1,0.001739462,0.3521519,0.00061255484,290.0,316.0,-26.0
ITGB2,GP1BA,1.3805243e-05,0.38609448,5.3301283e-06,1078.0,1104.0,-26.0
GJA1,GJC1,6.9026214e-06,0.37172616,2.5658849e-06,1187.5,1214.0,-26.5
THY1,ADGRE2,0.00049698877,0.36914852,0.00018346267,455.0,482.0,-27.0
RARRES2,CCRL2,0.0010630043,0.36526892,0.0003882824,351.0,378.0,-27.0
SEMA6D,PLXNA1,2.4159177e-05,0.38588738,9.322722e-06,965.0,992.0,-27.0
PTGER2,PTGES,6.9026214e-06,0.36896732,2.5468416e-06,1187.5,1215.0,-27.5
DLL3,NOTCH4,5.1769664e-05,0.3614146,1.8710312e-05,818.5,846.0,-27.5
CCL19,CCR7,0.003064761,0.35773343,0.0010963675,227.0,255.0,-28.0
SPN,ICAM1,0.0003761931,0.3707251,0.00013946422,508.5,537.0,-28.5
IL12RB1,IL12A,6.9026214e-06,0.35931772,2.4802341e-06,1187.5,1216.0,-28.5
ALOX5,CYSLTR2,5.522098e-05,0.36841252,2.03441e-05,799.0,828.0,-29.0
WNT5A,LRP5,6.9026214e-06,0.3575839,2.4682663e-06,1187.5,1217.0,-29.5
RXRA,ALDH1A2,2.4159175e-05,0.36037323,8.70632e-06,975.5,1005.0,-29.5
RXRA,ALDH1A1,4.831835e-05,0.36372775,1.7574725e-05,836.5,866.0,-29.5
TGM2,ADGRG1,0.0005176968,0.3567069,0.000184666,450.0,480.0,-30.0
PODXL,SELL,0.0022916717,0.3489176,0.0007996046,259.0,289.0,-30.0
LGALS9,CD22,6.9026214e-06,0.35536298,2.452936e-06,1187.5,1218.0,-30.5
AMN,APOA1,2.0707866e-05,0.38351604,7.941799e-06,986.0,1017.0,-31.0
PLXNB2,SEMA4C,0.00030371538,0.33731854,0.00010244883,546.0,577.0,-31.0
CCL2,ACKR2,1.3805243e-05,0.3655589,5.046629e-06,1078.0,1109.0,-31.0
IFNLR1,IFNL1,0.00016566292,0.3515769,5.8243255e-05,642.5,674.0,-31.5
ADGRE5,ITGAV,0.00048663493,0.37043878,0.00018026846,456.5,488.0,-31.5
RSPO3,LGR4,6.9026214e-06,0.352015,2.4298263e-06,1187.5,1219.0,-31.5
RARB,ALDH1A1,6.9026214e-06,0.34501648,2.3815182e-06,1187.5,1220.0,-32.5
CCL2,CCR2,0.0002622996,0.35185072,9.2290305e-05,570.0,603.0,-33.0
IL10RB,IFNL1,0.0003865468,0.3583552,0.00013852105,505.0,538.0,-33.0
RARRES2,CMKLR1,1.3805243e-05,0.35487884,4.8991888e-06,1078.0,1112.0,-34.0
WNT5A,RYK,8.628275e-05,0.3433737,2.9627226e-05,739.0,773.0,-34.0
ADGRL1,FLRT2,3.451311e-05,0.3426289,1.1825188e-05,909.5,944.0,-34.5
THY1,ITGAM,0.000345131,0.35849068,0.00012372625,518.5,553.0,-34.5
THBS2,CD36,2.0707866e-05,0.3687875,7.636802e-06,986.0,1021.0,-35.0
DLL1,NOTCH4,1.7256554e-05,0.35016328,6.042612e-06,1032.5,1068.0,-35.5
ACKR4,CCL19,4.1415733e-05,0.38325197,1.5872662e-05,852.5,889.0,-36.5
CRHR1,UCN,3.451311e-05,0.3376763,1.1654259e-05,909.5,947.0,-37.5
CX3CR1,CX3CL1,4.1415733e-05,0.38012284,1.5743066e-05,852.5,891.0,-38.5
